case_id,question,target_file_name,target_page_no,file_hit@1,page_hit@1,page_hit@3,page_hit@5,mrr,retrieved,chunk_size,chunk_overlap,strategy,rerank,latency_ms,cost_usd,total_tokens
10,"정부24에 통합되어 제공될 '주요 서비스'는 언제 누적 몇 종이 될 계획인가, 그리고 그 중 어떤 기관의 어떤 서비스가 우선 적용되는가?",2024년 행정안전부 업무계획.pdf,15,1,1,1,1,1.0,"[{""rank"": 1, ""source"": ""2024\ub144 \ud589\uc815\uc548\uc804\ubd80 \uc5c5\ubb34\uacc4\ud68d.pdf"", ""page_no"": 15}, {""rank"": 2, ""source"": ""2024\ub144 \ud589\uc815\uc548\uc804\ubd80 \uc5c5\ubb34\uacc4\ud68d.pdf"", ""page_no"": 15}, {""rank"": 3, ""source"": ""2024\ub144 \ud589\uc815\uc548\uc804\ubd80 \uc5c5\ubb34\uacc4\ud68d.pdf"", ""page_no"": 16}, {""rank"": 4, ""source"": ""2024\ub144 \ud589\uc815\uc548\uc804\ubd80 \uc5c5\ubb34\uacc4\ud68d.pdf"", ""page_no"": 16}, {""rank"": 5, ""source"": ""2024\ub144 \ud589\uc815\uc548\uc804\ubd80 \uc5c5\ubb34\uacc4\ud68d.pdf"", ""page_no"": 17}]",700,100,similarity,False,1605.4914657142945,0.0,0
11,"착한가격업소 활성화를 위한 주요 지원책에는 어떤 것들이 있으며, 이를 통해 어떠한 결과를 도모하려는 것인지 설명하세요.",2024년 행정안전부 업무계획.pdf,18,1,1,1,1,1.0,"[{""rank"": 1, ""source"": ""2024\ub144 \ud589\uc815\uc548\uc804\ubd80 \uc5c5\ubb34\uacc4\ud68d.pdf"", ""page_no"": 18}, {""rank"": 2, ""source"": ""2023_2027 \uad6d\uac00\uc7ac\uc815\uc6b4\uc6a9\uacc4\ud68d \uc8fc\uc694\ub0b4\uc6a9.pdf"", ""page_no"": 29}, {""rank"": 3, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 6}, {""rank"": 4, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 9}, {""rank"": 5, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 8}]",700,100,similarity,False,1605.4914657142945,0.0,0
12,온기를 전달하는 나눔‧상생의 문화를 확산하기 위한 범국민‧지역별 추진본부의 구성 예정 시기와 주요 홍보 방법에는 어떤 것들이 있나요?,2024년 행정안전부 업무계획.pdf,20,1,1,1,1,1.0,"[{""rank"": 1, ""source"": ""2024\ub144 \ud589\uc815\uc548\uc804\ubd80 \uc5c5\ubb34\uacc4\ud68d.pdf"", ""page_no"": 20}, {""rank"": 2, ""source"": ""2024\ub144 \ud589\uc815\uc548\uc804\ubd80 \uc5c5\ubb34\uacc4\ud68d.pdf"", ""page_no"": 19}, {""rank"": 3, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 6}, {""rank"": 4, ""source"": ""2024\ub144 \ud589\uc815\uc548\uc804\ubd80 \uc5c5\ubb34\uacc4\ud68d.pdf"", ""page_no"": 12}, {""rank"": 5, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 9}]",700,100,similarity,False,1605.4914657142945,0.0,0
13,정부가 제주4.3사건 희생자 보상 및 여순사건 진상조사와 관련하여 주요한 활동은 무엇인가요?,2024년 행정안전부 업무계획.pdf,21,1,1,1,1,1.0,"[{""rank"": 1, ""source"": ""2024\ub144 \ud589\uc815\uc548\uc804\ubd80 \uc5c5\ubb34\uacc4\ud68d.pdf"", ""page_no"": 21}, {""rank"": 2, ""source"": ""2024\ub144 \ud589\uc815\uc548\uc804\ubd80 \uc5c5\ubb34\uacc4\ud68d.pdf"", ""page_no"": 21}, {""rank"": 3, ""source"": ""2023_2027 \uad6d\uac00\uc7ac\uc815\uc6b4\uc6a9\uacc4\ud68d \uc8fc\uc694\ub0b4\uc6a9.pdf"", ""page_no"": 33}, {""rank"": 4, ""source"": ""2024\ub144 \ud589\uc815\uc548\uc804\ubd80 \uc5c5\ubb34\uacc4\ud68d.pdf"", ""page_no"": 6}, {""rank"": 5, ""source"": ""2024\ub144 \ud589\uc815\uc548\uc804\ubd80 \uc5c5\ubb34\uacc4\ud68d.pdf"", ""page_no"": 3}]",700,100,similarity,False,1605.4914657142945,0.0,0
14,"2002년부터 2023년까지 학생 한 명당 장서(도서) 수가 어떻게 변화하였고, 이 변화에 대한 주요 전략은 무엇이었나요?",제4차(24_28)+학교도서관+진흥+기본계획.pdf,6,1,1,1,1,1.0,"[{""rank"": 1, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 6}, {""rank"": 2, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 8}, {""rank"": 3, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 6}, {""rank"": 4, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 9}, {""rank"": 5, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 7}]",700,100,similarity,False,1605.4914657142945,0.0,0
15,지금까지 학교도서관이 주로 수행해왔던 기능들과 그것이 디지털 시대에 직면한 새로운 독서교육 요구에 어떻게 부응해야 하는지 서술해주세요.,제4차(24_28)+학교도서관+진흥+기본계획.pdf,9,1,1,1,1,1.0,"[{""rank"": 1, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 9}, {""rank"": 2, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 12}, {""rank"": 3, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 3}, {""rank"": 4, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 6}, {""rank"": 5, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 19}]",700,100,similarity,False,1605.4914657142945,0.0,0
16,"교육혁신을 위해 학교도서관 활용(협력) 수업 사례로 제시된 정보교과+사서교사의 수업에서는 어떤 주제와 교수전략이 사용되었으며, 각각의 교원이 어떠한 역할을 수행하였는지 설명하시오.",제4차(24_28)+학교도서관+진흥+기본계획.pdf,15,1,1,1,1,1.0,"[{""rank"": 1, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 15}, {""rank"": 2, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 15}, {""rank"": 3, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 14}, {""rank"": 4, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 13}, {""rank"": 5, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 9}]",700,100,similarity,False,1605.4914657142945,0.0,0
17,초3과 중1학생들에 대한 책임교육학년제의 필요성과 이와 관련된 미국과 프랑스의 시행 사례에 대해 설명해주세요.,제4차(24_28)+학교도서관+진흥+기본계획.pdf,20,1,1,1,1,1.0,"[{""rank"": 1, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 20}, {""rank"": 2, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 5}, {""rank"": 3, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 5}, {""rank"": 4, ""source"": ""\uc81c4\ucc28(24_28)+\ud559\uad50\ub3c4\uc11c\uad00+\uc9c4\ud765+\uae30\ubcf8\uacc4\ud68d.pdf"", ""page_no"": 5}, {""rank"": 5, ""source"": ""(\ubcf4\ub3c4\uc790\ub8cc)2024\ub144+\uad50\uc721\ubd80+\uc8fc\uc694\uc815\ucc45+\ucd94\uc9c4\uacc4\ud68d+\ubc1c\ud45c_\ubcf4\ub3c4\uc790\ub8cc.pdf"", ""page_no"": 1}]",700,100,similarity,False,1605.4914657142945,0.0,0
18,"2023년 벤처투자 회복을 위해 변화된 '복수의결권' 시행과 전면 네거티브 규제특례 적용에 대해 자세히 설명하고, 이러한 변경들의 주요 성과가 무엇이었는지 설명해 주세요.",2024년 주요업무 추진계획.pdf,3,1,0,0,1,0.25,"[{""rank"": 1, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 14}, {""rank"": 2, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 13}, {""rank"": 3, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 13}, {""rank"": 4, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 3}, {""rank"": 5, ""source"": ""2024\ub144 \ud589\uc815\uc548\uc804\ubd80 \uc5c5\ubb34\uacc4\ud68d.pdf"", ""page_no"": 3}]",700,100,similarity,False,1605.4914657142945,0.0,0
19,"2024년 세계경제 성장 및 교역 전망치를 바탕으로 미국, 중국, 독일, 대만의 경제 성장률 전망이 어떻게 달라지는지 설명해주세요.",2024년 주요업무 추진계획.pdf,4,1,1,1,1,1.0,"[{""rank"": 1, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 4}, {""rank"": 2, ""source"": ""2023_2027 \uad6d\uac00\uc7ac\uc815\uc6b4\uc6a9\uacc4\ud68d \uc8fc\uc694\ub0b4\uc6a9.pdf"", ""page_no"": 4}, {""rank"": 3, ""source"": ""2023_2027 \uad6d\uac00\uc7ac\uc815\uc6b4\uc6a9\uacc4\ud68d \uc8fc\uc694\ub0b4\uc6a9.pdf"", ""page_no"": 4}, {""rank"": 4, ""source"": ""2023_2027 \uad6d\uac00\uc7ac\uc815\uc6b4\uc6a9\uacc4\ud68d \uc8fc\uc694\ub0b4\uc6a9.pdf"", ""page_no"": 5}, {""rank"": 5, ""source"": ""2023_2027 \uad6d\uac00\uc7ac\uc815\uc6b4\uc6a9\uacc4\ud68d \uc8fc\uc694\ub0b4\uc6a9.pdf"", ""page_no"": 5}]",700,100,similarity,False,1605.4914657142945,0.0,0
20,"정부의 소상공인 지원과 관련해 '대환대출', '일시적 경영 애로자금'의 확대 예산 규모와 시행 연도, 그리고 이를 통해 예상되는 저금리 대출 지원 규모는 어떻게 변화하는지 설명해주세요.",2024년 주요업무 추진계획.pdf,6,0,0,1,1,0.5,"[{""rank"": 1, ""source"": ""2023_2027 \uad6d\uac00\uc7ac\uc815\uc6b4\uc6a9\uacc4\ud68d \uc8fc\uc694\ub0b4\uc6a9.pdf"", ""page_no"": 29}, {""rank"": 2, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 6}, {""rank"": 3, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 8}, {""rank"": 4, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 8}, {""rank"": 5, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 6}]",700,100,similarity,False,1605.4914657142945,0.0,0
21,"2024년에 수립된 자영업자 고용보험 가입 진흥 방안 중, 정부의 지원 총액과 정부가 지원하는 보험료 비율의 변화를 설명하시오.",2024년 주요업무 추진계획.pdf,8,1,1,1,1,1.0,"[{""rank"": 1, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 8}, {""rank"": 2, ""source"": ""2024\ub144 \ud589\uc815\uc548\uc804\ubd80 \uc5c5\ubb34\uacc4\ud68d.pdf"", ""page_no"": 18}, {""rank"": 3, ""source"": ""2023_2027 \uad6d\uac00\uc7ac\uc815\uc6b4\uc6a9\uacc4\ud68d \uc8fc\uc694\ub0b4\uc6a9.pdf"", ""page_no"": 29}, {""rank"": 4, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 8}, {""rank"": 5, ""source"": ""2024\ub144 \uc8fc\uc694\uc5c5\ubb34 \ucd94\uc9c4\uacc4\ud68d.pdf"", ""page_no"": 4}]",700,100,similarity,False,1605.4914657142945,0.0,0
